Species,Order,Family,Year,Longitude,Latitude,Site,Country,Density (Ind/km2),Method,Mass (g),Diet,Continent,Accessibility_1deg,Human Footprint_1deg,Night Lights_1deg,Cropland_1deg,Pasture_1deg,Human Population Density_1deg,NDVI_1deg,Species Richness_1deg,Accessibility_1km,Human Footprint_1km,Night Lights_1km,Cropland_1km,Pasture_1km,Human Population Density_1km,NDVI_1km,Night Lights_50km,Cropland_50km,Pasture_50km,Human Population Density_50km,NDVI_50km,Accessibility_50km,Human Footprint_50km,Species Richness_50km,Accessibility_10km,Human Footprint_10km,Night Lights_10km,Cropland_10km,Pasture_10km,Human Population Density_10km,NDVI_10km,Species Richness_10km,Accessibility_10kmBuff,Human Footprint_10kmBuff,Night Lights_10kmBuff,Cropland_10kmBuff,Pasture_10kmBuff,Human Population Density_10kmBuff,NDVI_10kmBuff,Species Richness_10kmBuff
Cercocebus torquatus,Primates,Cercopithecidae,2000,9.4,5.4,Korup,Cameroon,7.685,Distance_sampling,7749.97,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,338,4.449,0,0.231,0,20.784,0.653,0,0.824,0.296,32.768,0.649,299,6.827,123.755,253,4.449,0,0.213,0.008,27.434,0.643,123.755,256.125,7.276,0,0.226,0.075,29.176,0.659,123.565
Cercocebus torquatus,Primates,Cercopithecidae,2000,9.194,5.315,Korup,Cameroon,2.385,Distance_sampling,7749.97,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,194,16.57,0,0.238,0,22.629,0.665,0,0.824,0.296,32.768,0.649,299,6.827,126.966,254,16.57,0,0.158,0,20.976,0.659,126.966,308,8.436,0,0.123,0,20.15,0.662,126.584
Cercopithecus ascanius,Primates,Cercopithecidae,2000,29.75,-6.133,Mahale,Tanzania,51,Counts,3550,Omnivore,Africa,491,7.487,0.005,3.544,4.514,20.446,0.527,111.844,196,14.723,0,NA,NA,NA,0.581,0,2.827,3.288,14.192,0.494,312,NA,123.311,326,14.723,0,0,0,1.171,0.606,123.311,238.608,9.036,0,2.365,2.274,7.579,0.38,117.129
Cercopithecus ascanius,Primates,Cercopithecidae,2000,29.75,-6.133,Mahale,Tanzania,117,Counts,3550,Omnivore,Africa,491,7.487,0.005,3.544,4.514,20.446,0.527,111.844,196,14.723,0,NA,NA,NA,0.581,0,2.827,3.288,14.192,0.494,312,NA,123.311,326,14.723,0,0,0,1.171,0.606,123.311,255.675,8.268,0.009,3.331,3.134,16.788,0.406,116.306
Cercopithecus ascanius,Primates,Cercopithecidae,2000,29.75,-6.133,Mahale,Tanzania,66,Counts,3550,Omnivore,Africa,491,7.487,0.005,3.544,4.514,20.446,0.527,111.844,196,14.723,0,NA,NA,NA,0.581,0,2.827,3.288,14.192,0.494,312,NA,123.311,326,14.723,0,0,0,1.171,0.606,123.311,233.582,8.609,0,2.595,2.862,9.106,0.383,117.094
Cercopithecus ascanius,Primates,Cercopithecidae,2000,29.75,-6.133,Mahale,Tanzania,112.5,Counts,3550,Omnivore,Africa,491,7.487,0.005,3.544,4.514,20.446,0.527,111.844,196,14.723,0,NA,NA,NA,0.581,0,2.827,3.288,14.192,0.494,312,NA,123.311,326,14.723,0,0,0,1.171,0.606,123.311,253.487,8.315,0.009,3.215,3.077,17.009,0.403,116.265
Cercopithecus mitis,Primates,Cercopithecidae,2000,29.75,-6.133,Mahale,Tanzania,6,Counts,5000,Herbivore,Africa,491,7.487,0.005,3.544,4.514,20.446,0.527,111.844,196,14.723,0,NA,NA,NA,0.581,0,2.827,3.288,14.192,0.494,312,NA,123.311,326,14.723,0,0,0,1.171,0.606,123.311,247.4,8.154,0,0.227,0.002,1.527,0.482,119.027
Cercopithecus mona,Primates,Cercopithecidae,2000,9.194,5.315,Korup,Cameroon,27.4,Distance_sampling,4208.333,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,194,16.57,0,0.238,0,22.629,0.665,0,0.824,0.296,32.768,0.649,299,6.827,126.966,254,16.57,0,0.158,0,20.976,0.659,126.966,343.25,7.496,0,0.122,0.057,24.416,0.648,124.233
Cercopithecus mona,Primates,Cercopithecidae,2000,9.4,5.4,Korup,Cameroon,27.2,Distance_sampling,4208.333,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,338,4.449,0,0.231,0,20.784,0.653,0,0.824,0.296,32.768,0.649,299,6.827,123.755,253,4.449,0,0.213,0.008,27.434,0.643,123.755,279.714,7.408,0,0.47,0.183,30.608,0.661,123.007
Cercopithecus mona,Primates,Cercopithecidae,2000,9.194,5.315,Korup,Cameroon,25.4,Distance_sampling,4208.333,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,194,16.57,0,0.238,0,22.629,0.665,0,0.824,0.296,32.768,0.649,299,6.827,126.966,254,16.57,0,0.158,0,20.976,0.659,126.966,336.68,7.53,0,0.121,0.056,24.887,0.647,124.532
Cercopithecus mona,Primates,Cercopithecidae,2000,9.4,5.4,Korup,Cameroon,31,Distance_sampling,4208.333,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,338,4.449,0,0.231,0,20.784,0.653,0,0.824,0.296,32.768,0.649,299,6.827,123.755,253,4.449,0,0.213,0.008,27.434,0.643,123.755,280.774,7.516,0,0.465,0.181,30.191,0.661,122.679
Cercopithecus nictitans,Primates,Cercopithecidae,2000,9.194,5.315,Korup,Cameroon,38.1,Distance_sampling,5803.345,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,194,16.57,0,0.238,0,22.629,0.665,0,0.824,0.296,32.768,0.649,299,6.827,126.966,254,16.57,0,0.158,0,20.976,0.659,126.966,348.842,7.234,0,0.135,0.063,26.082,0.641,123.886
Cercopithecus nictitans,Primates,Cercopithecidae,2000,9.4,5.4,Korup,Cameroon,57.6,Distance_sampling,5803.345,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,338,4.449,0,0.231,0,20.784,0.653,0,0.824,0.296,32.768,0.649,299,6.827,123.755,253,4.449,0,0.213,0.008,27.434,0.643,123.755,276.603,7.795,0.001,1.059,0.336,35.981,0.658,122.797
Cercopithecus nictitans,Primates,Cercopithecidae,2000,9.4,5.4,Korup,Cameroon,50.4,Distance_sampling,5803.345,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,338,4.449,0,0.231,0,20.784,0.653,0,0.824,0.296,32.768,0.649,299,6.827,123.755,253,4.449,0,0.213,0.008,27.434,0.643,123.755,280.36,7.824,0,1.09,0.36,36.089,0.659,122.552
Cercopithecus nictitans,Primates,Cercopithecidae,2000,9.194,5.315,Korup,Cameroon,63.9,Distance_sampling,5803.345,Omnivore,Africa,348,8.479,0.421,4.038,2.357,55.311,0.633,120.03,194,16.57,0,0.238,0,22.629,0.665,0,0.824,0.296,32.768,0.649,299,6.827,126.966,254,16.57,0,0.158,0,20.976,0.659,126.966,354.889,6.881,0,0.413,0.228,28.66,0.637,122.882
Cervus elaphus,Cetartiodactyla,Cervidae,2000,7.083,48.25,Vosges Mountains,France,7,Counts,165015.9,Herbivore,Europe,90,19.022,11.909,11.018,6.231,98.841,0.682,59.593,40,16.512,8.58,3.763,1.217,42.102,0.742,10.592,6.107,2.801,77.602,0.716,106,18.555,64.156,89,16.512,8.268,6.007,2.156,71.151,0.737,64.156,84.833,17.261,10.457,6.158,2.123,93.806,0.729,64.05
Cervus elaphus,Cetartiodactyla,Cervidae,2000,136.3,45.03,Sikhote-Alin State Biosphere Zapovednik,Russia,4.3,Counts,165015.9,Herbivore,Asia,885,2.54,0.143,0.206,0.049,0.914,0.561,43.088,1047,0.25,0,0.315,0,0.002,0.551,0.057,0.088,0.03,1.292,0.595,874,2.265,48.737,1037,0.25,0.064,0.316,0,0.001,0.55,48.737,940.4,0.538,0.057,0.079,0.006,0.15,0.552,48.895
Cervus elaphus,Cetartiodactyla,Cervidae,2000,136.3,45.03,Sikhote-Alin State Biosphere Zapovednik,Russia,2.3,Counts,165015.9,Herbivore,Asia,885,2.54,0.143,0.206,0.049,0.914,0.561,43.088,1047,0.25,0,0.315,0,0.002,0.551,0.057,0.088,0.03,1.292,0.595,874,2.265,48.737,1037,0.25,0.064,0.316,0,0.001,0.55,48.737,898.5,0.111,0.032,0.158,0,0.003,0.552,48.84
Cervus elaphus,Cetartiodactyla,Cervidae,2000,136.3,45.03,Sikhote-Alin State Biosphere Zapovednik,Russia,1.6,Counts,165015.9,Herbivore,Asia,885,2.54,0.143,0.206,0.049,0.914,0.561,43.088,1047,0.25,0,0.315,0,0.002,0.551,0.057,0.088,0.03,1.292,0.595,874,2.265,48.737,1037,0.25,0.064,0.316,0,0.001,0.55,48.737,1037,0.111,0.032,0.316,0,0.001,0.55,48.737
Cervus nippon,Cetartiodactyla,Cervidae,2000,136.3,45.03,Sikhote-Alin State Biosphere Zapovednik,Russia,0.5,Counts,53000,Herbivore,Asia,885,2.54,0.143,0.206,0.049,0.914,0.561,43.088,1047,0.25,0,0.315,0,0.002,0.551,0.057,0.088,0.03,1.292,0.595,874,2.265,48.737,1037,0.25,0.064,0.316,0,0.001,0.55,48.737,1037,0.111,NA,0.316,0,0.001,0.55,48.737
Cervus unicolor,Cetartiodactyla,Cervidae,2000,75.63,13.57,Bhadra Tiger Reserve,India,0.89,Distance_sampling,177522.9,Herbivore,Asia,149,13.936,2.606,23.947,2.566,238.977,0.63,64.849,70,12.655,0.139,0.532,0.665,12.449,0.669,1.354,28.231,3.467,294.273,0.611,117,14.288,71.11,95,12.655,0.104,15.821,3.232,184.045,0.641,71.11,95,10.801,0.104,15.821,3.232,184.045,0.641,71.11
Cervus unicolor,Cetartiodactyla,Cervidae,2000,102.5,4.772,"Kuala Koh, Taman Negara National Park",Malaysia,3.22,Mark_recapture,177522.9,Herbivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,1532.75,1.965,0,0.935,0.088,3.499,0.812,165.596
Cervus unicolor,Cetartiodactyla,Cervidae,2000,102.5,4.772,"Kuala Terengan, Taman Negara National Park",Malaysia,0.01,Mark_recapture,177522.9,Herbivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,NA,2,NA,NA,NA,NA,NA,NA
Cervus unicolor,Cetartiodactyla,Cervidae,2000,76.5,26.01,Ranthambhore Tiger Reserve,India,17.1,Distance_sampling,177522.9,Herbivore,Asia,155,15.421,3.068,48.902,2.245,185.385,0.378,58.684,264,7.957,0,3.729,0,106.512,0.421,1.751,46.549,0.534,204.534,0.356,148,15.215,59.596,193,7.957,1.398,27.926,0.166,381.525,0.412,59.596,114.611,15.833,2.438,40.564,0.423,235.8,0.371,59.014
Chiropotes albinasus,Primates,Pitheciidae,2000,-56.093,-2.999,Oito de Maio (upper Marò river),Brazil,24.8,Distance_sampling,2900.013,Herbivore,South America,842,1.823,0.017,0.773,0.171,5.368,0.715,169.493,710,1,0,0,0,0.177,0.809,0.007,0.007,0,0.403,0.809,1214,1.289,171.211,870,1,0,0,0,0.168,0.811,171.211,1218.12,1,0,0,0,0.181,0.812,171.614
Clethrionomys rutilus,Rodentia,Cricetidae,2000,-138.083,60.971,Kluane Lake (Yukon),Canada,190.182,Mark_recapture,19.94,Herbivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1332.806,0.651,0.047,0,0,0.062,0.248,40.893
Clethrionomys rutilus,Rodentia,Cricetidae,2000,-138.083,60.971,Kluane Lake (Yukon),Canada,24.048,Mark_recapture,19.94,Herbivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1169.08,1.701,0.252,0,0,0.367,0.28,41.08
Connochaetes taurinus,Cetartiodactyla,Bovidae,2000,27.041,-25.272,,South Africa,1.81,,179999,Herbivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,4.571,4.115,0,27.048,0.412,101.165
Connochaetes taurinus,Cetartiodactyla,Bovidae,2000,31.92,-28.276,,South Africa,2.52,Counts,179999,Herbivore,Africa,365,12.158,1.913,8.658,37.203,68.279,0.54,87.199,535,3.08,0,0.035,0.005,47.776,0.558,1.705,9.745,31.093,81.183,0.552,412,11.269,107.586,459,3.08,0.014,0.758,2.766,45.124,0.546,107.586,407.667,6.392,0.577,3.771,6.53,73.114,0.552,106.915
Crocuta crocuta,Carnivora,Hyaenidae,2000,31.582,-23.989,,South Africa,0.139,,66492.06,Carnivore,Africa,500,11.073,0.502,0.892,0.054,13.041,0.444,116.295,492,10.399,0,0.034,0,0.003,0.417,0.382,0.94,0.183,19.053,0.416,564,9.791,124.274,395,10.399,0,0.106,0,0.111,0.413,124.274,395,NA,0,0.106,0,0.111,0.413,124.274
Crocuta crocuta,Carnivora,Hyaenidae,2000,31.92,-28.276,,South Africa,0.328,,66492.06,Carnivore,Africa,365,12.158,1.913,8.658,37.203,68.279,0.54,87.199,535,3.08,0,0.035,0.005,47.776,0.558,1.705,9.745,31.093,81.183,0.552,412,11.269,107.586,459,3.08,0.014,0.758,2.766,45.124,0.546,107.586,NA,NA,0.014,NA,NA,NA,NA,NA
Damaliscus lunatus,Cetartiodactyla,Bovidae,2000,27.041,-25.272,,South Africa,0.152,,136000.3,Herbivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,NA,NA,NA,NA,0.412,101.165
Dasyprocta agouti,Rodentia,Dasyproctidae,2000,-56.093,-2.999,Oito de Maio (upper Marò river),Brazil,53.8,Distance_sampling,3020.021,Herbivore,South America,842,1.823,0.017,0.773,0.171,5.368,0.715,169.493,710,1,0,0,0,0.177,0.809,0.007,0.007,0,0.403,0.809,1214,1.289,171.211,870,1,0,0,0,0.168,0.811,171.211,1331.709,0.959,0,0.038,0,0.239,0.812,171.426
Dasyprocta fuliginosa,Rodentia,Dasyproctidae,2000,-74.167,4.7,Reserva Nacional Pacaya Samiria (near San Miguel),Peru,13.2,Distance_sampling,3500.016,Herbivore,South America,230,14.486,6.355,7.817,34.441,463.65,0.634,156.125,19,48.089,61.633,10.691,19.266,8662.159,0.504,18.471,8.162,37.849,1568.94,0.624,97,21.284,175.267,22,48.089,59.98,13.894,30.581,5472.552,0.558,175.267,24.857,31.764,38.006,9.643,31.094,5101.975,0.546,175.312
Dasyprocta fuliginosa,Rodentia,Dasyproctidae,2000,-74.667,-4.667,Reserva Nacional Pacaya Samiria (near Parinari),Peru,0.5,Distance_sampling,3500.016,Herbivore,South America,2236,1.494,0.022,0.012,0,1.22,0.805,187.129,1790,0,0,0,0,0.18,0.812,0.01,0.015,0,1.398,0.796,1596,0.263,185.435,1725,0,0,0,0,0.21,0.816,185.435,1725,0,NA,0,0,0.21,0.816,185.435
Dasyprocta punctata,Rodentia,Dasyproctidae,2000,-89.6,17.7,Maya Biosphere Reserve,Guatemala,7.52,Distance_sampling,2674.977,Herbivore,North America,439,3.881,0.283,3.938,1.085,6.36,0.805,104.525,869,2.202,0,0,0,1.007,0.841,0.025,0.342,0.001,0.53,0.825,509,4.293,104.519,777,2.202,0,0,0,0.66,0.841,104.519,617.556,2.177,0,0,0,0.434,0.834,104.155
Dasypus novemcinctus,Cingulata,Dasypodidae,2000,-89.6,17.7,Maya Biosphere Reserve,Guatemala,9.49,Distance_sampling,4203.78,Carnivore,North America,439,3.881,0.283,3.938,1.085,6.36,0.805,104.525,869,2.202,0,0,0,1.007,0.841,0.025,0.342,0.001,0.53,0.825,509,4.293,104.519,777,2.202,0,0,0,0.66,0.841,104.519,617.556,2.177,0,0,0,0.382,0.834,104.155
Diceros bicornis,Perissodactyla,Rhinocerotidae,2000,31.92,-28.276,,South Africa,0.369,,1180511,Herbivore,Africa,365,12.158,1.913,8.658,37.203,68.279,0.54,87.199,535,3.08,0,0.035,0.005,47.776,0.558,1.705,9.745,31.093,81.183,0.552,412,11.269,107.586,459,3.08,0.014,0.758,2.766,45.124,0.546,107.586,NA,NA,0.014,NA,NA,NA,NA,NA
Eira barbara,Carnivora,Mustelidae,2000,-74.167,4.7,Reserva Nacional Pacaya Samiria (near San Miguel),Peru,0.8,Distance_sampling,3910.029,Carnivore,South America,230,14.486,6.355,7.817,34.441,463.65,0.634,156.125,19,48.089,61.633,10.691,19.266,8662.159,0.504,18.471,8.162,37.849,1568.94,0.624,97,21.284,175.267,22,48.089,59.98,13.894,30.581,5472.552,0.558,175.267,22,39.104,59.98,13.894,30.581,5472.552,0.558,175.267
Eira barbara,Carnivora,Mustelidae,2000,-74.667,-4.667,Reserva Nacional Pacaya Samiria (near Parinari),Peru,1.6,Distance_sampling,3910.029,Carnivore,South America,2236,1.494,0.022,0.012,0,1.22,0.805,187.129,1790,0,0,0,0,0.18,0.812,0.01,0.015,0,1.398,0.796,1596,0.263,185.435,1725,0,0,0,0,0.21,0.816,185.435,1725,0,0,0,0,0.21,0.816,185.435
Elephas maximus,Proboscidea,Elephantidae,2000,102.5,4.772,"Kuala Terengan, Taman Negara National Park",Malaysia,0.81,Mark_recapture,2915040,Herbivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,NA,NA,0,0,0,2.119,NA,NA
Elephas maximus,Proboscidea,Elephantidae,2000,102.5,4.772,"Kuala Koh, Taman Negara National Park",Malaysia,2.1,Mark_recapture,2915040,Herbivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,1532.75,1.986,0,0.004,0,3,0.812,165.596
Eulemur collaris,Primates,Lemuridae,2000,46.77,-24.94,Malio,Madagascar,28,Counts,2375,Herbivore,Africa,215,7.746,0.033,3.57,36.91,31.449,0.53,18.945,272,4.997,0,5.402,14.721,29.808,0.705,0.149,3.272,40.495,39.728,0.603,NA,8.26,45.921,247,4.997,0.002,4.229,11.295,34.007,0.682,45.921,208.87,8.322,0.165,5.159,21.973,43.025,0.601,30.37
Eulemur collaris,Primates,Lemuridae,2000,46.845,-24.735,Anasaha,Madagascar,8,Counts,2375,Herbivore,Africa,215,7.746,0.008,3.57,36.91,31.449,0.53,18.945,195,6.639,0,4.125,6.278,28.02,0.765,0.004,4.591,31.31,29.633,0.656,311,6.734,47.372,338,6.639,0.001,4.601,5.113,16.526,0.771,47.372,377.375,4.901,0.001,6.063,13.281,25.186,0.75,46.027
Eulemur collaris,Primates,Lemuridae,2000,46.845,-24.735,Anasaha,Madagascar,5,Counts,2375,Herbivore,Africa,215,7.746,0.008,3.57,36.91,31.449,0.53,18.945,195,6.639,0,4.125,6.278,28.02,0.765,0.004,4.591,31.31,29.633,0.656,311,6.734,47.372,338,6.639,0.001,4.601,5.113,16.526,0.771,47.372,456.8,5.181,0.001,6.082,11.062,22.882,0.764,47.546
Eulemur collaris,Primates,Lemuridae,2000,46.851,-24.76,Fanota,Madagascar,3,Counts,2375,Herbivore,Africa,215,7.746,0.008,3.57,36.91,31.449,0.53,18.945,169,6.823,0,3.7,4.879,27.865,0.771,0.004,4.591,31.31,29.633,0.656,311,6.734,47.372,338,6.823,0.001,4.601,5.113,16.526,0.771,47.372,404,5.335,0,8.336,9.439,24.283,0.777,49.462
Gazella bennetti,Cetartiodactyla,Bovidae,2000,76.5,26.01,Ranthambhore Tiger Reserve,India,5.6,Distance_sampling,18916.67,Herbivore,Asia,155,15.421,3.068,48.902,2.245,185.385,0.378,58.684,264,7.957,0,3.729,0,106.512,0.421,1.751,46.549,0.534,204.534,0.356,148,15.215,59.596,193,7.957,1.398,27.926,0.166,381.525,0.412,59.596,128.333,16.65,3.136,34.278,0.368,260.176,0.395,59.472
Giraffa camelopardalis,Cetartiodactyla,Giraffidae,2000,27.041,-25.272,,South Africa,0.286,,899994.8,Herbivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,NA,NA,NA,NA,0.412,101.165
Gorilla gorilla,Primates,Hominidae,2000,13.183,3.695,Ntonga,Cameroon,3.87,Distance_sampling,131625.5,Herbivore,Africa,412,3.752,0.014,5.554,1.078,9.68,0.71,144.067,707,2.251,0,0.275,0,2.737,0.714,0.025,1.363,0.095,5.254,0.719,449,3.795,147.336,437,2.251,0,1.254,0,4.378,0.711,147.336,563.5,2.836,0,1.737,0,5.493,0.715,145.884
Hapalemur griseus,Primates,Lemuridae,2000,46.845,-24.735,Anasaha,Madagascar,7,Counts,1400,Herbivore,Africa,215,7.746,0.008,3.57,36.91,31.449,0.53,18.945,195,6.639,0,4.125,6.278,28.02,0.765,0.004,4.591,31.31,29.633,0.656,311,6.734,47.372,338,6.639,0.001,4.601,5.113,16.526,0.771,47.372,397.429,5.092,0.001,5.326,12.085,22.412,0.751,45.666
Hapalemur griseus,Primates,Lemuridae,2000,48.5,-17.63,Andreba (Lac Alaotra),Madagascar,91.49,Counts,1616.83,Herbivore,Africa,282,7.106,0.032,5.651,36.977,38.997,0.54,23.847,162,12.001,0,3.026,31.03,32.14,0.516,0.016,11.497,34.539,57.146,0.621,276,8.063,22.072,247,12.001,0,2.83,30.051,32.494,0.525,22.072,271.891,7.369,0.025,5.54,35.884,52.69,0.579,34.651
Hapalemur griseus,Primates,Lemuridae,2000,48.4,-17.5,Anororo (Lac Alaotra),Madagascar,16.67,Counts,1616.83,Herbivore,Africa,282,6.962,0.032,5.651,36.977,38.997,0.54,23.847,239,6.538,0.133,4.967,50.515,60.764,0.475,0.016,3.78,43.046,44.943,0.621,276,8.063,21.806,234,6.538,0.036,2.833,39.496,36.524,0.451,21.806,242,8.009,0.029,4.398,41.375,57.582,0.474,19.131
Hapalemur griseus,Primates,Lemuridae,2000,48.43,-17.566,Andilana (Lac Alaotra),Madagascar,6.6,Counts,1616.83,Herbivore,Africa,282,7.106,0.032,5.651,36.977,38.997,0.54,23.847,388,6.89,0,1.254,26.136,12.242,0.498,0.016,3.78,43.046,44.943,0.621,276,8.063,21.806,234,6.89,0,2.833,39.496,36.524,0.451,21.806,251.429,8.245,0.031,3.787,36.68,46.791,0.497,22
Hapalemur griseus,Primates,Lemuridae,2000,48.43,-17.566,Ambodivoara (Lac Alaotra),Madagascar,7.76,Counts,1616.83,Herbivore,Africa,282,7.106,0.032,5.651,36.977,38.997,0.54,23.847,388,6.89,0,1.254,26.136,12.242,0.498,0.016,3.78,43.046,44.943,0.621,276,8.063,21.806,234,6.89,0,2.833,39.496,36.524,0.451,21.806,251.429,7.927,0.023,3.787,36.68,46.791,0.497,22
Helarctos malayanus,Carnivora,Ursidae,2000,102.5,4.772,"Kuala Terengan, Taman Negara National Park",Malaysia,1.13,Mark_recapture,46500,Omnivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,NA,2,0,0.004,0,3,NA,NA
Helarctos malayanus,Carnivora,Ursidae,2000,102.5,4.772,"Kuala Koh, Taman Negara National Park",Malaysia,1.45,Mark_recapture,46500,Omnivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,1434,2,0,0.004,0,3,0.812,165.197
Hippopotamus amphibius,Cetartiodactyla,Hippopotamidae,2000,27.041,-25.272,,South Africa,0.064,,1417490,Herbivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,NA,NA,NA,NA,0.412,101.165
Hippotragus niger,Cetartiodactyla,Bovidae,2000,27.041,-25.272,,South Africa,0.092,,227499.3,Herbivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,NA,NA,NA,NA,0.412,101.165
Hyaena brunnea,Carnivora,Hyaenidae,2000,27.041,-25.272,,South Africa,0.15,,42977.93,Carnivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,NA,NA,NA,NA,0.412,101.165
Hystrix brachyura,Rodentia,Hystricidae,2000,102.5,4.772,"Kuala Koh, Taman Negara National Park",Malaysia,1.02,Mark_recapture,8450,Omnivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,NA,NA,0,0.004,0,3,NA,NA
Hystrix brachyura,Rodentia,Hystricidae,2000,102.5,4.772,"Kuala Terengan, Taman Negara National Park",Malaysia,0.33,Mark_recapture,8450,Omnivore,Asia,867,5.597,0.938,10.562,0.527,15.866,0.801,151.628,1562,2,0,0,0,2.965,0.818,0.259,8.765,0.571,7.286,0.794,936,2.807,166.536,1679,2,0,0,0,2.119,0.806,166.536,NA,NA,NA,NA,NA,NA,NA,NA
Indri indri,Primates,Indriidae,2000,49.225,-17.583,Betampona,Madagascar,13.2,Home_range,8000,Herbivore,Africa,240,7.106,0.073,19.294,27.565,70.503,0.713,17.391,173,5.771,0,29.376,43.947,65.609,0.769,0.006,19.697,32.881,73.481,0.753,195,7.473,17.954,133,5.771,0,29.098,43.707,65.524,0.768,17.954,154.846,7.88,0.001,27.467,40.696,86.822,0.766,21.121
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,2000,27.041,-25.272,,South Africa,0.592,,210000.3,Herbivore,Africa,210,13.042,1.975,11.811,0.295,44.289,0.403,98.682,296,7.092,0.158,1.418,0,0.032,0.417,4.607,8.474,0,73.525,0.411,176,12.759,101.165,190,7.092,0.599,5.364,0,26.532,0.412,101.165,190,10.99,0.599,NA,NA,NA,0.412,101.165
Kobus ellipsiprymnus,Cetartiodactyla,Bovidae,2000,31.92,-28.276,,South Africa,0.699,Counts,210000.3,Herbivore,Africa,365,12.158,1.913,8.658,37.203,68.279,0.54,87.199,535,3.08,0,0.035,0.005,47.776,0.558,1.705,9.745,31.093,81.183,0.552,412,11.269,107.586,459,3.08,0.014,0.758,2.766,45.124,0.546,107.586,459,NA,0.014,NA,NA,NA,0.546,107.586
